USER,PID,%CPU,%MEM,VSZ,RSS,TTY,STAT,START,TIME,ENDED,COMMAND
test,1289,0.0,0.1,310792,4776,?,Sl,nov13,0:00,,/usr/libexec/geoclue-2.0/demos/agent
test,1291,0.0,0.1,235872,6408,?,Ssl,nov13,0:00,,/usr/libexec/gvfs-mtp-volume-monitor
test,1303,0.0,0.8,460856,35864,?,Sl,nov13,0:09,,mate-power-manager
test,1310,0.0,0.2,316924,8960,?,Ssl,nov13,0:10,,/usr/libexec/gvfs-afc-volume-monitor
test,1311,0.0,1.0,397452,40692,?,Sl,nov13,0:06,,nm-applet
test,1315,0.0,0.7,59896,30128,?,S,nov13,0:00,,/usr/bin/python3 /usr/share/system-config-printer/applet.py
test,1319,0.0,0.7,279740,28220,?,Sl,nov13,0:06,,blueberry-obex-agent
test,1324,0.0,0.3,187816,14220,?,Sl,nov13,0:05,,/usr/lib/x86_64-linux-gnu/polkit-mate/polkit-mate-authentication-agent-1
test,1333,0.0,0.1,236072,5828,?,Ssl,nov13,0:00,,/usr/libexec/gvfs-goa-volume-monitor
test,1351,0.0,0.7,573656,29848,?,Sl,nov13,0:06,,mate-volume-control-status-icon
test,1357,0.0,0.2,613392,11248,?,Ssl,nov13,0:04,,/usr/libexec/xdg-desktop-portal
test,1381,0.0,0.1,605276,6640,?,Ssl,nov13,0:00,,/usr/libexec/xdg-document-portal
root,1389,0.0,0.2,252492,10128,?,Ssl,nov13,0:01,,/usr/lib/upower/upowerd
test,1391,0.0,0.1,235728,4708,?,Ssl,nov13,0:00,,/usr/libexec/xdg-permission-store
test,1416,0.0,0.4,338904,17460,?,Ssl,nov13,0:08,,/usr/libexec/xdg-desktop-portal-gtk
test,1444,0.0,0.0,2608,592,?,S,nov13,0:00,,sh -c /usr/lib/x86_64-linux-gnu/libproxy/0.4.15/pxgsettings org.gnome.system.proxy org.gnome.system.proxy.http org.gnome.system.proxy.https org.gnome.system.proxy.ftp org.gnome.system.proxy.socks
test,1446,0.0,0.1,233648,6728,?,Sl,nov13,0:00,,/usr/lib/x86_64-linux-gnu/libproxy/0.4.15/pxgsettings org.gnome.system.proxy org.gnome.system.proxy.http org.gnome.system.proxy.https org.gnome.system.proxy.ftp org.gnome.system.proxy.socks
test,1466,0.0,0.1,43984,6108,?,Ss,nov13,0:00,,/usr/lib/bluetooth/obexd
test,1471,0.0,0.5,270300,21488,?,Sl,nov13,0:09,,/usr/bin/mate-screensaver --no-daemon
test,1480,0.0,0.0,0,0,?,Z,nov13,0:06,,[get_apt_cache.p] <defunct>
test,1486,0.0,0.2,387888,8148,?,Sl,nov13,0:00,,/usr/libexec/gvfsd-trash --spawner :1.14 /org/gtk/gvfs/exec_spaw/0
test,1496,0.0,0.1,162640,6696,?,Ssl,nov13,0:00,,/usr/libexec/gvfsd-metadata
test,1533,0.0,1.6,651356,66380,?,Sl,nov13,0:08,,mintUpdate
test,1603,0.0,1.2,490084,48928,?,Sl,nov13,0:32,,mate-terminal
test,1608,0.0,0.1,11272,5412,pts/0,Ss,nov13,0:00,,bash
test,1631,0.1,3.7,38369096,151404,?,Ssl,nov13,1:42,,/usr/share/code/code --enable-crashpad .
test,1634,0.0,1.1,33772496,46008,?,S,nov13,0:00,,/usr/share/code/code --type=zygote --no-zygote-sandbox --enable-crashpad --enable-crashpad
test,1635,0.0,1.1,33772480,45068,?,S,nov13,0:00,,/usr/share/code/code --type=zygote --enable-crashpad --enable-crashpad
test,1637,0.0,0.2,33772480,10236,?,S,nov13,0:00,,/usr/share/code/code --type=zygote --enable-crashpad --enable-crashpad
test,1650,0.0,0.0,33575976,2912,?,Sl,nov13,0:00,,/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/test/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=783dfeda-d88b-47c8-a6e1-17192e937fcc&iid=783dfeda-d88b-47c8-a6e1-17192e937fcc&sid=783dfeda-d88b-47c8-a6e1-17192e937fcc --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.72.2 --annotation=lsb-release=Linux Mint 20 --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=19.0.17 --initial-client-fd=43 --shared-client-connection
test,1664,0.3,1.9,33895552,77288,?,Sl,nov13,5:42,,"/usr/share/code/code --type=gpu-process --enable-crashpad --crashpad-handler-pid=1650 --enable-crash-reporter=ad6d11da-ea2b-4c96-abec-e02ecacb9542,no_channel --user-data-dir=/home/test/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,5041091324242376237,18108484021258374330,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess"
test,1681,0.0,1.5,33821960,62640,?,Sl,nov13,0:09,,"/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=it --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=1650 --enable-crash-reporter=ad6d11da-ea2b-4c96-abec-e02ecacb9542,no_channel --user-data-dir=/home/test/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,5041091324242376237,18108484021258374330,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --enable-crashpad"
test,1690,1.3,6.5,57137676,263504,?,Sl,nov13,21:02,,"/usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=1650 --enable-crash-reporter=ad6d11da-ea2b-4c96-abec-e02ecacb9542,no_channel --user-data-dir=/home/test/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --no-sandbox --no-zygote --enable-blink-features=HighlightAPI --lang=it --num-raster-threads=1 --renderer-client-id=4 --launch-time-ticks=53077282 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,5041091324242376237,18108484021258374330,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:ffb39d92-8277-4b85-b3bb-61db7c5b4817 --enable-crashpad"
test,1705,0.0,3.7,46627264,149464,?,Sl,nov13,0:44,,"/usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=1650 --enable-crash-reporter=ad6d11da-ea2b-4c96-abec-e02ecacb9542,no_channel --user-data-dir=/home/test/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --no-sandbox --no-zygote --node-integration-in-worker --disable-gpu-compositing --lang=it --num-raster-threads=1 --renderer-client-id=5 --launch-time-ticks=56954743 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,5041091324242376237,18108484021258374330,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:9c553ea8-cfe1-41b0-b0fd-588d94b69e95 --vscode-window-kind=shared-process --enable-crashpad"
test,1706,0.1,2.7,38177776,112132,?,Sl,nov13,1:54,,/usr/share/code/code --ms-enable-electron-run-as-node --inspect-port=0 /usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost --skipWorkspaceStorageLock
test,1731,0.0,1.7,38169420,71512,?,Sl,nov13,0:07,,/usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/out/bootstrap-fork --type=ptyHost --logsPath /home/test/.config/Code/logs/20221110T102005
test,1753,0.0,1.5,420716,64072,?,Sl,nov13,0:53,,mintreport-tray
test,1762,0.0,1.7,38185748,71700,?,Sl,nov13,0:43,,/usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/out/bootstrap-fork --type=fileWatcher
ntp,64329,0.0,0.0,74656,3736,?,Ssl,nov13,0:13,,/usr/sbin/ntpd -p /var/run/ntpd.pid -g -u 106:111
root,82388,0.0,0.1,28176,7508,?,Ss,09:25,0:00,,/usr/sbin/cupsd -l
root,82389,0.0,0.2,178388,11568,?,Ssl,09:25,0:00,,/usr/sbin/cups-browsed
root,91844,0.1,0.0,0,0,?,I,12:40,0:05,,[kworker/0:1-events]
root,91864,0.0,0.0,0,0,?,I,12:48,0:00,,[kworker/u2:2-events_unbound]
root,92551,0.0,0.0,0,0,?,I,13:25,0:00,,[kworker/u2:1-events_unbound]
root,92556,0.0,0.0,0,0,?,I,13:25,0:00,,[kworker/u2:3-events_power_efficient]
root,94037,0.0,0.0,0,0,?,I,13:30,0:00,,[kworker/0:0-events]
root,95685,0.0,0.0,0,0,?,I,13:31,0:00,,[kworker/u2:0-events_unbound]
test,95949,0.0,0.1,11036,5208,pts/1,Ss+,13:32,0:00,,bash
test,97786,9.1,1.9,103581388,80068,pts/0,Sl+,13:35,0:01,,./midori
test,97793,3.9,1.3,86833420,54984,pts/0,SLl+,13:35,0:00,,/usr/lib/x86_64-linux-gnu/webkit2gtk-4.0/WebKitNetworkProcess 10 14
test,97806,0.0,0.0,2608,536,pts/0,S+,13:35,0:00,,sh -c /usr/lib/x86_64-linux-gnu/libproxy/0.4.15/pxgsettings org.gnome.system.proxy org.gnome.system.proxy.http org.gnome.system.proxy.https org.gnome.system.proxy.ftp org.gnome.system.proxy.socks
test,97807,0.0,0.1,233648,6636,pts/0,Sl+,13:35,0:00,,/usr/lib/x86_64-linux-gnu/libproxy/0.4.15/pxgsettings org.gnome.system.proxy org.gnome.system.proxy.http org.gnome.system.proxy.https org.gnome.system.proxy.ftp org.gnome.system.proxy.socks
test,97811,20.0,7.7,103938544,310300,pts/0,SLl+,13:35,0:02,,/usr/lib/x86_64-linux-gnu/webkit2gtk-4.0/WebKitWebProcess 18 29
test,97945,21.0,1.4,124148,59348,pts/0,S+,13:36,0:00,,python3 scripts/proc.py
test,97947,0.0,0.0,11496,3440,pts/0,R+,13:36,0:00,,ps aux
